Source Key,Zone,Mission,??? Item Type,Appraisal Result,Reference Source,itemid,is_equipment
MAMOOL_JA_TRAINING_GROUNDS_THE_DOUBLE_AGENT_SWORD,Mamool Ja Training Grounds,The Double Agent,??? Sword,Djinnbringer,FFXIclopedia,18387,Y
MAMOOL_JA_TRAINING_GROUNDS_THE_DOUBLE_AGENT_SWORD,Mamool Ja Training Grounds,The Double Agent,??? Sword,Gust Claymore,FFXIclopedia,18366,Y
MAMOOL_JA_TRAINING_GROUNDS_THE_DOUBLE_AGENT_SWORD,Mamool Ja Training Grounds,The Double Agent,??? Sword,Pealing Nagan,FFXIclopedia,16954,Y
MAMOOL_JA_TRAINING_GROUNDS_THE_DOUBLE_AGENT_SWORD,Mamool Ja Training Grounds,The Double Agent,??? Sword,Uchigatana +1,FFXIclopedia,16978,Y
MAMOOL_JA_TRAINING_GROUNDS_THE_DOUBLE_AGENT_SWORD,Mamool Ja Training Grounds,The Double Agent,??? Sword,Kagiroi,FFXIclopedia,18433,Y
MAMOOL_JA_TRAINING_GROUNDS_THE_DOUBLE_AGENT_POLEARM,Mamool Ja Training Grounds,The Double Agent,??? Polearm,Spark Spear,FFXIclopedia,18076,Y
MAMOOL_JA_TRAINING_GROUNDS_THE_DOUBLE_AGENT_BOX,Mamool Ja Training Grounds,The Double Agent,??? Box,Date,FFXIclopedia,5566,N
MAMOOL_JA_TRAINING_GROUNDS_THE_DOUBLE_AGENT_BOX,Mamool Ja Training Grounds,The Double Agent,??? Box,Eggplant,FFXIclopedia,4388,N
MAMOOL_JA_TRAINING_GROUNDS_THE_DOUBLE_AGENT_BOX,Mamool Ja Training Grounds,The Double Agent,??? Box,Ice Crystal,FFXIclopedia,4097,N
MAMOOL_JA_TRAINING_GROUNDS_THE_DOUBLE_AGENT_BOX,Mamool Ja Training Grounds,The Double Agent,??? Box,Imperial Cermet,FFXIclopedia,2290,N
MAMOOL_JA_TRAINING_GROUNDS_THE_DOUBLE_AGENT_BOX,Mamool Ja Training Grounds,The Double Agent,??? Box,Imperial Tea Leaves,FFXIclopedia,2156,N
MAMOOL_JA_TRAINING_GROUNDS_THE_DOUBLE_AGENT_BOX,Mamool Ja Training Grounds,The Double Agent,??? Box,Mamool Ja Collar,FFXIclopedia,2227,N
MAMOOL_JA_TRAINING_GROUNDS_THE_DOUBLE_AGENT_BOX,Mamool Ja Training Grounds,The Double Agent,??? Box,Sage,FFXIclopedia,638,N
MAMOOL_JA_TRAINING_GROUNDS_THE_DOUBLE_AGENT_BOX,Mamool Ja Training Grounds,The Double Agent,??? Box,Soulflayer Staff,FFXIclopedia,2336,N
MAMOOL_JA_TRAINING_GROUNDS_THE_DOUBLE_AGENT_BOX,Mamool Ja Training Grounds,The Double Agent,??? Box,Wild Onion,FFXIclopedia,4387,N
MAMOOL_JA_TRAINING_GROUNDS_THE_DOUBLE_AGENT_BOX,Mamool Ja Training Grounds,The Double Agent,??? Box,Poroggo Hat,FFXIclopedia,2334,N
MAMOOL_JA_TRAINING_GROUNDS_IMPERIAL_TREASURE_RETRIEVAL_CAPE,Mamool Ja Training Grounds,Imperial Treasure Retrieval,??? Cape,Lizard Mantle +1,FFXIclopedia,13608,Y
MAMOOL_JA_TRAINING_GROUNDS_IMPERIAL_TREASURE_RETRIEVAL_CAPE,Mamool Ja Training Grounds,Imperial Treasure Retrieval,??? Cape,Dhalmel Mantle +1,FFXIclopedia,13600,Y
MAMOOL_JA_TRAINING_GROUNDS_IMPERIAL_TREASURE_RETRIEVAL_CAPE,Mamool Ja Training Grounds,Imperial Treasure Retrieval,??? Cape,Cotton Cape +1,FFXIclopedia,13601,Y
MAMOOL_JA_TRAINING_GROUNDS_IMPERIAL_TREASURE_RETRIEVAL_CAPE,Mamool Ja Training Grounds,Imperial Treasure Retrieval,??? Cape,Sniper's Mantle,FFXIclopedia,13678,Y
MAMOOL_JA_TRAINING_GROUNDS_IMPERIAL_TREASURE_RETRIEVAL_CAPE,Mamool Ja Training Grounds,Imperial Treasure Retrieval,??? Cape,Volitional Mantle,FFXIclopedia,16220,Y
MAMOOL_JA_TRAINING_GROUNDS_IMPERIAL_TREASURE_RETRIEVAL_RING,Mamool Ja Training Grounds,Imperial Treasure Retrieval,??? Ring,Brass Ring,FFXIclopedia,13465,Y
MAMOOL_JA_TRAINING_GROUNDS_IMPERIAL_TREASURE_RETRIEVAL_RING,Mamool Ja Training Grounds,Imperial Treasure Retrieval,??? Ring,Copper Ring,FFXIclopedia,13454,Y
MAMOOL_JA_TRAINING_GROUNDS_IMPERIAL_TREASURE_RETRIEVAL_RING,Mamool Ja Training Grounds,Imperial Treasure Retrieval,??? Ring,Horizon Ring,FFXIclopedia,15787,Y
MAMOOL_JA_TRAINING_GROUNDS_IMPERIAL_TREASURE_RETRIEVAL_BOX,Mamool Ja Training Grounds,Imperial Treasure Retrieval,??? Box,Date,FFXIclopedia,5566,N
MAMOOL_JA_TRAINING_GROUNDS_IMPERIAL_TREASURE_RETRIEVAL_BOX,Mamool Ja Training Grounds,Imperial Treasure Retrieval,??? Box,Eggplant,FFXIclopedia,4388,N
MAMOOL_JA_TRAINING_GROUNDS_IMPERIAL_TREASURE_RETRIEVAL_BOX,Mamool Ja Training Grounds,Imperial Treasure Retrieval,??? Box,Imperial Tea Leaves,FFXIclopedia,2156,N
MAMOOL_JA_TRAINING_GROUNDS_IMPERIAL_TREASURE_RETRIEVAL_BOX,Mamool Ja Training Grounds,Imperial Treasure Retrieval,??? Box,Mamool Ja Collar,FFXIclopedia,2227,N
MAMOOL_JA_TRAINING_GROUNDS_IMPERIAL_TREASURE_RETRIEVAL_BOX,Mamool Ja Training Grounds,Imperial Treasure Retrieval,??? Box,Mizu-Deppo,FFXIclopedia,1176,N
MAMOOL_JA_TRAINING_GROUNDS_IMPERIAL_TREASURE_RETRIEVAL_BOX,Mamool Ja Training Grounds,Imperial Treasure Retrieval,??? Box,Poroggo Hat,FFXIclopedia,2334,N
MAMOOL_JA_TRAINING_GROUNDS_IMPERIAL_TREASURE_RETRIEVAL_BOX,Mamool Ja Training Grounds,Imperial Treasure Retrieval,??? Box,Soulflayer Staff,FFXIclopedia,2336,N
MAMOOL_JA_TRAINING_GROUNDS_IMPERIAL_TREASURE_RETRIEVAL_BOX,Mamool Ja Training Grounds,Imperial Treasure Retrieval,??? Box,Wild Onion,FFXIclopedia,4387,N
MAMOOL_JA_TRAINING_GROUNDS_BLITZKRIEG_SWORD,Mamool Ja Training Grounds,Blitzkrieg,??? Sword,Gust Claymore,FFXIclopedia,18366,Y
MAMOOL_JA_TRAINING_GROUNDS_BLITZKRIEG_SWORD,Mamool Ja Training Grounds,Blitzkrieg,??? Sword,Uchigatana +1,FFXIclopedia,16978,Y
MAMOOL_JA_TRAINING_GROUNDS_BLITZKRIEG_SWORD,Mamool Ja Training Grounds,Blitzkrieg,??? Sword,Durandal,FFXIclopedia,17700,Y
MAMOOL_JA_TRAINING_GROUNDS_BLITZKRIEG_SWORD,Mamool Ja Training Grounds,Blitzkrieg,??? Sword,Sanguine Sword,FFXIclopedia,17721,Y
MAMOOL_JA_TRAINING_GROUNDS_BLITZKRIEG_POLEARM,Mamool Ja Training Grounds,Blitzkrieg,??? Polearm,Spark Spear,FFXIclopedia,18076,Y
MAMOOL_JA_TRAINING_GROUNDS_BLITZKRIEG_SHIELD,Mamool Ja Training Grounds,Blitzkrieg,??? Shield,Tariqah -1,FFXIclopedia,16167,Y
MAMOOL_JA_TRAINING_GROUNDS_BLITZKRIEG_HEADPIECE,Mamool Ja Training Grounds,Blitzkrieg,??? Headpiece,Circlet,FFXIclopedia,12472,Y
MAMOOL_JA_TRAINING_GROUNDS_BLITZKRIEG_HEADPIECE,Mamool Ja Training Grounds,Blitzkrieg,??? Headpiece,Bronze Cap +1,FFXIclopedia,12463,Y
MAMOOL_JA_TRAINING_GROUNDS_BLITZKRIEG_HEADPIECE,Mamool Ja Training Grounds,Blitzkrieg,??? Headpiece,Leather Bandana,FFXIclopedia,12440,Y
MAMOOL_JA_TRAINING_GROUNDS_BLITZKRIEG_HEADPIECE,Mamool Ja Training Grounds,Blitzkrieg,??? Headpiece,Cotton Headgear,FFXIclopedia,12465,Y
MAMOOL_JA_TRAINING_GROUNDS_BLITZKRIEG_HEADPIECE,Mamool Ja Training Grounds,Blitzkrieg,??? Headpiece,Curate's Hat,FFXIclopedia,16081,Y
MAMOOL_JA_TRAINING_GROUNDS_BLITZKRIEG_HEADPIECE,Mamool Ja Training Grounds,Blitzkrieg,??? Headpiece,Pineal Hat,FFXIclopedia,15181,Y
MAMOOL_JA_TRAINING_GROUNDS_BLITZKRIEG_BOX,Mamool Ja Training Grounds,Blitzkrieg,??? Box,Eggplant,FFXIclopedia,4388,N
MAMOOL_JA_TRAINING_GROUNDS_BLITZKRIEG_BOX,Mamool Ja Training Grounds,Blitzkrieg,??? Box,Imperial Tea Leaves,FFXIclopedia,2156,N
MAMOOL_JA_TRAINING_GROUNDS_BLITZKRIEG_BOX,Mamool Ja Training Grounds,Blitzkrieg,??? Box,Mamool Ja Collar,FFXIclopedia,2227,N
MAMOOL_JA_TRAINING_GROUNDS_BLITZKRIEG_BOX,Mamool Ja Training Grounds,Blitzkrieg,??? Box,Poroggo Hat,FFXIclopedia,2334,N
MAMOOL_JA_TRAINING_GROUNDS_BLITZKRIEG_BOX,Mamool Ja Training Grounds,Blitzkrieg,??? Box,Sage,FFXIclopedia,638,N
MAMOOL_JA_TRAINING_GROUNDS_BLITZKRIEG_BOX,Mamool Ja Training Grounds,Blitzkrieg,??? Box,Toolbag (Hira),FFXIclopedia,5312,N
MAMOOL_JA_TRAINING_GROUNDS_BLITZKRIEG_BOX,Mamool Ja Training Grounds,Blitzkrieg,??? Box,Toolbag (Kagi),FFXIclopedia,5316,N
MAMOOL_JA_TRAINING_GROUNDS_BLITZKRIEG_BOX,Mamool Ja Training Grounds,Blitzkrieg,??? Box,Toolbag (Maki),FFXIclopedia,5311,N
MAMOOL_JA_TRAINING_GROUNDS_BLITZKRIEG_BOX,Mamool Ja Training Grounds,Blitzkrieg,??? Box,Wild Onion,FFXIclopedia,4387,N
MAMOOL_JA_TRAINING_GROUNDS_MARIDS_IN_THE_MIST_BOX,Mamool Ja Training Grounds,Marids in the Mist,??? Box,Eggplant,BGWiki,4388,N
MAMOOL_JA_TRAINING_GROUNDS_MARIDS_IN_THE_MIST_BOX,Mamool Ja Training Grounds,Marids in the Mist,??? Box,Imperial Tea Leaves,BGWiki,2156,N
MAMOOL_JA_TRAINING_GROUNDS_MARIDS_IN_THE_MIST_BOX,Mamool Ja Training Grounds,Marids in the Mist,??? Box,Poroggo Hat,BGWiki,2334,N
MAMOOL_JA_TRAINING_GROUNDS_MARIDS_IN_THE_MIST_BOX,Mamool Ja Training Grounds,Marids in the Mist,??? Box,Sage,BGWiki,638,N
MAMOOL_JA_TRAINING_GROUNDS_MARIDS_IN_THE_MIST_NECKLACE,Mamool Ja Training Grounds,Marids in the Mist,??? Necklace,Feather Collar,BGWiki,13075,Y
MAMOOL_JA_TRAINING_GROUNDS_MARIDS_IN_THE_MIST_NECKLACE,Mamool Ja Training Grounds,Marids in the Mist,??? Necklace,Gorget +1,BGWiki,13065,Y
MAMOOL_JA_TRAINING_GROUNDS_MARIDS_IN_THE_MIST_NECKLACE,Mamool Ja Training Grounds,Marids in the Mist,??? Necklace,Kappa Necklace,BGWiki,15537,Y
MAMOOL_JA_TRAINING_GROUNDS_MARIDS_IN_THE_MIST_RING,Mamool Ja Training Grounds,Marids in the Mist,??? Ring,Brass Ring,BGWiki,13465,Y
MAMOOL_JA_TRAINING_GROUNDS_MARIDS_IN_THE_MIST_RING,Mamool Ja Training Grounds,Marids in the Mist,??? Ring,Copper Ring,BGWiki,13454,Y
MAMOOL_JA_TRAINING_GROUNDS_MARIDS_IN_THE_MIST_RING,Mamool Ja Training Grounds,Marids in the Mist,??? Ring,Tau Ring,BGWiki,15795,Y
MAMOOL_JA_TRAINING_GROUNDS_AZURE_AILMENTS_SASH,Mamool Ja Training Grounds,Azure Ailments,??? Sash,Ksi Sash,FFXIclopedia,15903,Y
MAMOOL_JA_TRAINING_GROUNDS_AZURE_AILMENTS_SASH,Mamool Ja Training Grounds,Azure Ailments,??? Sash,Talisman Obi,FFXIclopedia,15881,Y
MAMOOL_JA_TRAINING_GROUNDS_AZURE_AILMENTS_SASH,Mamool Ja Training Grounds,Azure Ailments,??? Sash,Lugworm Belt,FFXIclopedia,15453,Y
MAMOOL_JA_TRAINING_GROUNDS_AZURE_AILMENTS_SASH,Mamool Ja Training Grounds,Azure Ailments,??? Sash,Little Worm Belt,FFXIclopedia,15454,Y
MAMOOL_JA_TRAINING_GROUNDS_AZURE_AILMENTS_SASH,Mamool Ja Training Grounds,Azure Ailments,??? Sash,Silver Obi +1,FFXIclopedia,13224,Y
MAMOOL_JA_TRAINING_GROUNDS_AZURE_AILMENTS_BOX,Mamool Ja Training Grounds,Azure Ailments,??? Box,Wild Onion,FFXIclopedia,4387,N
MAMOOL_JA_TRAINING_GROUNDS_AZURE_AILMENTS_BOX,Mamool Ja Training Grounds,Azure Ailments,??? Box,Kaolin,FFXIclopedia,2475,N
MAMOOL_JA_TRAINING_GROUNDS_AZURE_AILMENTS_BOX,Mamool Ja Training Grounds,Azure Ailments,??? Box,Mamool Ja Collar,FFXIclopedia,2227,N
MAMOOL_JA_TRAINING_GROUNDS_AZURE_AILMENTS_BOX,Mamool Ja Training Grounds,Azure Ailments,??? Box,Toolbag (Kodo),FFXIclopedia,5318,N
MAMOOL_JA_TRAINING_GROUNDS_AZURE_AILMENTS_BOX,Mamool Ja Training Grounds,Azure Ailments,??? Box,Toolbag (Jusa),FFXIclopedia,5315,N
MAMOOL_JA_TRAINING_GROUNDS_AZURE_AILMENTS_BOX,Mamool Ja Training Grounds,Azure Ailments,??? Box,Toolbag (Maki),FFXIclopedia,5311,N
MAMOOL_JA_TRAINING_GROUNDS_AZURE_AILMENTS_BOX,Mamool Ja Training Grounds,Azure Ailments,??? Box,Remedy,FFXIclopedia,4155,N
MAMOOL_JA_TRAINING_GROUNDS_AZURE_AILMENTS_BOX,Mamool Ja Training Grounds,Azure Ailments,??? Box,Date,FFXIclopedia,5566,N
MAMOOL_JA_TRAINING_GROUNDS_AZURE_AILMENTS_BOX,Mamool Ja Training Grounds,Azure Ailments,??? Box,Poroggo Hat,FFXIclopedia,2334,N
MAMOOL_JA_TRAINING_GROUNDS_AZURE_AILMENTS_EARRING,Mamool Ja Training Grounds,Azure Ailments,??? Earring,Beetle Earring,FFXIclopedia,13323,Y
MAMOOL_JA_TRAINING_GROUNDS_AZURE_AILMENTS_EARRING,Mamool Ja Training Grounds,Azure Ailments,??? Earring,Bone Earring,FFXIclopedia,13321,Y
MAMOOL_JA_TRAINING_GROUNDS_AZURE_AILMENTS_EARRING,Mamool Ja Training Grounds,Azure Ailments,??? Earring,Silver Earring,FFXIclopedia,13327,Y
MAMOOL_JA_TRAINING_GROUNDS_AZURE_AILMENTS_EARRING,Mamool Ja Training Grounds,Azure Ailments,??? Earring,Eta Earring,FFXIclopedia,15986,Y
MAMOOL_JA_TRAINING_GROUNDS_THE_SUSANOO_SHUFFLE_BOX,Mamool Ja Training Grounds,The Susanoo Shuffle,??? Box,Mamool Ja Collar,FFXIclopedia,2227,N
MAMOOL_JA_TRAINING_GROUNDS_THE_SUSANOO_SHUFFLE_BOX,Mamool Ja Training Grounds,The Susanoo Shuffle,??? Box,Date,FFXIclopedia,5566,N
MAMOOL_JA_TRAINING_GROUNDS_THE_SUSANOO_SHUFFLE_BOX,Mamool Ja Training Grounds,The Susanoo Shuffle,??? Box,Poroggo Hat,FFXIclopedia,2334,N
MAMOOL_JA_TRAINING_GROUNDS_THE_SUSANOO_SHUFFLE_BOX,Mamool Ja Training Grounds,The Susanoo Shuffle,??? Box,Toolbag (Shino),FFXIclopedia,5319,N
MAMOOL_JA_TRAINING_GROUNDS_THE_SUSANOO_SHUFFLE_FOOTWEAR,Mamool Ja Training Grounds,The Susanoo Shuffle,??? Footwear,Ash Clogs,FFXIclopedia,12984,Y
MAMOOL_JA_TRAINING_GROUNDS_THE_SUSANOO_SHUFFLE_FOOTWEAR,Mamool Ja Training Grounds,The Susanoo Shuffle,??? Footwear,Bowman's Ledelsens,FFXIclopedia,15744,Y
LEBROS_CAVERN_EXCAVATION_DUTY_EARRING,Lebros Cavern,Excavation Duty,??? Earring,Storm Loop,FFXIclopedia,15968,Y
LEBROS_CAVERN_EXCAVATION_DUTY_EARRING,Lebros Cavern,Excavation Duty,??? Earring,Reraise Earring,FFXIclopedia,14790,Y
LEBROS_CAVERN_EXCAVATION_DUTY_EARRING,Lebros Cavern,Excavation Duty,??? Earring,Beetle Earring,FFXIclopedia,13323,Y
LEBROS_CAVERN_EXCAVATION_DUTY_EARRING,Lebros Cavern,Excavation Duty,??? Earring,Silver Earring,FFXIclopedia,13327,Y
LEBROS_CAVERN_EXCAVATION_DUTY_EARRING,Lebros Cavern,Excavation Duty,??? Earring,Bone Earring,FFXIclopedia,13321,Y
LEBROS_CAVERN_EXCAVATION_DUTY_EARRING,Lebros Cavern,Excavation Duty,??? Earring,Shell Earring,FFXIclopedia,13313,Y
LEBROS_CAVERN_EXCAVATION_DUTY_BOX,Lebros Cavern,Excavation Duty,??? Box,Velvet Cloth,ClassicFFXI,828,N
LEBROS_CAVERN_EXCAVATION_DUTY_BOX,Lebros Cavern,Excavation Duty,??? Box,Red Rock,ClassicFFXI,769,N
LEBROS_CAVERN_EXCAVATION_DUTY_BOX,Lebros Cavern,Excavation Duty,??? Box,Bomb Ash,ClassicFFXI,928,N
LEBROS_CAVERN_EXCAVATION_DUTY_BOX,Lebros Cavern,Excavation Duty,??? Box,Sulfur,ClassicFFXI,1108,N
LEBROS_CAVERN_EXCAVATION_DUTY_BOX,Lebros Cavern,Excavation Duty,??? Box,Copper Ore,ClassicFFXI,640,N
LEBROS_CAVERN_EXCAVATION_DUTY_BOX,Lebros Cavern,Excavation Duty,??? Box,Spartan Bullet Pouch,ClassicFFXI,5341,N
LEBROS_CAVERN_EXCAVATION_DUTY_BOX,Lebros Cavern,Excavation Duty,??? Box,Holy Basil,ClassicFFXI,1590,N
LEBROS_CAVERN_EXCAVATION_DUTY_BOX,Lebros Cavern,Excavation Duty,??? Box,Troll Pauldron,ClassicFFXI,2160,N
LEBROS_CAVERN_EXCAVATION_DUTY_BOX,Lebros Cavern,Excavation Duty,??? Box,Bronze Bullet Pouch,ClassicFFXI,5359,N
LEBROS_CAVERN_EXCAVATION_DUTY_BOX,Lebros Cavern,Excavation Duty,??? Box,Silver Bullet Pouch,ClassicFFXI,5340,N
LEBROS_CAVERN_EXCAVATION_DUTY_BOX,Lebros Cavern,Excavation Duty,??? Box,Iron Bullet Pouch,ClassicFFXI,5353,N
LEBROS_CAVERN_EXCAVATION_DUTY_BOX,Lebros Cavern,Excavation Duty,??? Box,Bullet Pouch,ClassicFFXI,5363,N
LEBROS_CAVERN_EXCAVATION_DUTY_BOX,Lebros Cavern,Excavation Duty,??? Box,Flan Meat,ClassicFFXI,2175,N
LEBROS_CAVERN_LEBROS_SUPPLIES_CAPE,Lebros Cavern,Lebros Supplies,??? Cape,Storm Cape,FFXIclopedia,15489,Y
LEBROS_CAVERN_LEBROS_SUPPLIES_CAPE,Lebros Cavern,Lebros Supplies,??? Cape,Cotton Cape +1,FFXIclopedia,13601,Y
LEBROS_CAVERN_LEBROS_SUPPLIES_CAPE,Lebros Cavern,Lebros Supplies,??? Cape,Dhalmel Mantle +1,FFXIclopedia,13600,Y
LEBROS_CAVERN_LEBROS_SUPPLIES_CAPE,Lebros Cavern,Lebros Supplies,??? Cape,Lizard Mantle +1,FFXIclopedia,13608,Y
LEBROS_CAVERN_LEBROS_SUPPLIES_CAPE,Lebros Cavern,Lebros Supplies,??? Cape,Enhancing Mantle,FFXIclopedia,13624,Y
LEBROS_CAVERN_LEBROS_SUPPLIES_BOX,Lebros Cavern,Lebros Supplies,??? Box,Sulfur,FFXIclopedia,1108,N
LEBROS_CAVERN_LEBROS_SUPPLIES_BOX,Lebros Cavern,Lebros Supplies,??? Box,Flan Meat,FFXIclopedia,2175,N
LEBROS_CAVERN_LEBROS_SUPPLIES_BOX,Lebros Cavern,Lebros Supplies,??? Box,Bullet Pouch,FFXIclopedia,5363,N
LEBROS_CAVERN_LEBROS_SUPPLIES_BOX,Lebros Cavern,Lebros Supplies,??? Box,Troll Pauldron,FFXIclopedia,2160,N
LEBROS_CAVERN_LEBROS_SUPPLIES_BOX,Lebros Cavern,Lebros Supplies,??? Box,Spartan Bullet Pouch,FFXIclopedia,5341,N
LEBROS_CAVERN_LEBROS_SUPPLIES_BOX,Lebros Cavern,Lebros Supplies,??? Box,Holy Basil,FFXIclopedia,1590,N
LEBROS_CAVERN_TROLL_FUGITIVES_AXE,Lebros Cavern,Troll Fugitives,??? Axe,Wamoura Axe,FFXIclopedia,18484,Y
LEBROS_CAVERN_TROLL_FUGITIVES_AXE,Lebros Cavern,Troll Fugitives,??? Axe,Hatchet,FFXIclopedia,1021,N
LEBROS_CAVERN_TROLL_FUGITIVES_AXE,Lebros Cavern,Troll Fugitives,??? Axe,Prominence Axe,FFXIclopedia,18220,Y
LEBROS_CAVERN_TROLL_FUGITIVES_AXE,Lebros Cavern,Troll Fugitives,??? Axe,Tomahawk +1,FFXIclopedia,17943,Y
LEBROS_CAVERN_TROLL_FUGITIVES_POLEARM,Lebros Cavern,Troll Fugitives,??? Polearm,Sickle,FFXIclopedia,1020,N
LEBROS_CAVERN_TROLL_FUGITIVES_HEADPIECE,Lebros Cavern,Troll Fugitives,??? Headpiece,Storm Turban,FFXIclopedia,16066,Y
LEBROS_CAVERN_TROLL_FUGITIVES_HEADPIECE,Lebros Cavern,Troll Fugitives,??? Headpiece,Cotton Headgear,FFXIclopedia,12465,Y
LEBROS_CAVERN_TROLL_FUGITIVES_HEADPIECE,Lebros Cavern,Troll Fugitives,??? Headpiece,Bronze Cap +1,FFXIclopedia,12463,Y
LEBROS_CAVERN_EVADE_AND_ESCAPE_DAGGER,Lebros Cavern,Evade and Escape,??? Dagger,Karasuageha,FFXIclopedia,18416,Y
LEBROS_CAVERN_EVADE_AND_ESCAPE_DAGGER,Lebros Cavern,Evade and Escape,??? Dagger,Hushed Dagger,FFXIclopedia,18008,Y
LEBROS_CAVERN_EVADE_AND_ESCAPE_DAGGER,Lebros Cavern,Evade and Escape,??? Dagger,Katars,FFXIclopedia,16399,Y
LEBROS_CAVERN_EVADE_AND_ESCAPE_DAGGER,Lebros Cavern,Evade and Escape,??? Dagger,Kyofu,FFXIclopedia,17780,Y
LEBROS_CAVERN_EVADE_AND_ESCAPE_DAGGER,Lebros Cavern,Evade and Escape,??? Dagger,Spark Dagger,FFXIclopedia,17984,Y
LEBROS_CAVERN_EVADE_AND_ESCAPE_DAGGER,Lebros Cavern,Evade and Escape,??? Dagger,Tojaku,FFXIclopedia,18415,Y
LEBROS_CAVERN_EVADE_AND_ESCAPE_DAGGER,Lebros Cavern,Evade and Escape,??? Dagger,Ponderous Gully,FFXIclopedia,17625,Y
LEBROS_CAVERN_EVADE_AND_ESCAPE_DAGGER,Lebros Cavern,Evade and Escape,??? Dagger,Ponderous Manoples,FFXIclopedia,18361,Y
LEBROS_CAVERN_EVADE_AND_ESCAPE_BOX,Lebros Cavern,Evade and Escape,??? Box,Copper Ore,FFXIclopedia,640,N
LEBROS_CAVERN_EVADE_AND_ESCAPE_BOX,Lebros Cavern,Evade and Escape,??? Box,Sulfur,FFXIclopedia,1108,N
LEBROS_CAVERN_EVADE_AND_ESCAPE_BOX,Lebros Cavern,Evade and Escape,??? Box,Red Rock,FFXIclopedia,769,N
LEBROS_CAVERN_EVADE_AND_ESCAPE_BOX,Lebros Cavern,Evade and Escape,??? Box,Bomb Ash,FFXIclopedia,928,N
LEBROS_CAVERN_EVADE_AND_ESCAPE_BOX,Lebros Cavern,Evade and Escape,??? Box,Troll Bronze Sheet,FFXIclopedia,2303,N
LEBROS_CAVERN_EVADE_AND_ESCAPE_BOX,Lebros Cavern,Evade and Escape,??? Box,Troll Bronze Ingot,FFXIclopedia,2302,N
LEBROS_CAVERN_EVADE_AND_ESCAPE_BOX,Lebros Cavern,Evade and Escape,??? Box,Holy Basil,FFXIclopedia,1590,N
LEBROS_CAVERN_EVADE_AND_ESCAPE_BOX,Lebros Cavern,Evade and Escape,??? Box,Troll Pauldron,FFXIclopedia,2160,N
LEBROS_CAVERN_EVADE_AND_ESCAPE_BOX,Lebros Cavern,Evade and Escape,??? Box,Iron Bullet Pouch,FFXIclopedia,5353,N
LEBROS_CAVERN_EVADE_AND_ESCAPE_BOX,Lebros Cavern,Evade and Escape,??? Box,Silver Bullet Pouch,FFXIclopedia,5340,N
LEBROS_CAVERN_EVADE_AND_ESCAPE_BOX,Lebros Cavern,Evade and Escape,??? Box,Bronze Bullet Pouch,FFXIclopedia,5359,N
LEBROS_CAVERN_EVADE_AND_ESCAPE_BOX,Lebros Cavern,Evade and Escape,??? Box,Spartan Bullet Pouch,FFXIclopedia,5341,N
LEBROS_CAVERN_EVADE_AND_ESCAPE_BOX,Lebros Cavern,Evade and Escape,??? Box,Flan Meat,FFXIclopedia,2175,N
LEBROS_CAVERN_EVADE_AND_ESCAPE_BOX,Lebros Cavern,Evade and Escape,??? Box,Bullet Pouch,FFXIclopedia,5363,N
LEBROS_CAVERN_SIEGEMASTER_ASSASSINATION_POLEARM,Lebros Cavern,Siegemaster Assassination,??? Polearm,Imperial Wand,FFXIclopedia,18407,Y
LEBROS_CAVERN_SIEGEMASTER_ASSASSINATION_POLEARM,Lebros Cavern,Siegemaster Assassination,??? Polearm,Brass Zaghnal,FFXIclopedia,16769,Y
LEBROS_CAVERN_SIEGEMASTER_ASSASSINATION_POLEARM,Lebros Cavern,Siegemaster Assassination,??? Polearm,Holly Staff +1,FFXIclopedia,17125,Y
LEBROS_CAVERN_SIEGEMASTER_ASSASSINATION_POLEARM,Lebros Cavern,Siegemaster Assassination,??? Polearm,Spark Spear,FFXIclopedia,18076,Y
LEBROS_CAVERN_SIEGEMASTER_ASSASSINATION_POLEARM,Lebros Cavern,Siegemaster Assassination,??? Polearm,Steel-splitter,FFXIclopedia,17596,Y
LEBROS_CAVERN_SIEGEMASTER_ASSASSINATION_POLEARM,Lebros Cavern,Siegemaster Assassination,??? Polearm,Willow Wand +1,FFXIclopedia,17138,Y
LEBROS_CAVERN_SIEGEMASTER_ASSASSINATION_POLEARM,Lebros Cavern,Siegemaster Assassination,??? Polearm,Pealing Buzdygan,FFXIclopedia,17470,Y
LEBROS_CAVERN_SIEGEMASTER_ASSASSINATION_AXE,Lebros Cavern,Siegemaster Assassination,??? Axe,Pickaxe,FFXIclopedia,605,N
LEBROS_CAVERN_SIEGEMASTER_ASSASSINATION_BOX,Lebros Cavern,Siegemaster Assassination,??? Box,Bomb Ash,FFXIclopedia,928,N
LEBROS_CAVERN_SIEGEMASTER_ASSASSINATION_BOX,Lebros Cavern,Siegemaster Assassination,??? Box,Copper Ore,FFXIclopedia,640,N
LEBROS_CAVERN_SIEGEMASTER_ASSASSINATION_BOX,Lebros Cavern,Siegemaster Assassination,??? Box,Red Rock,FFXIclopedia,769,N
LEBROS_CAVERN_SIEGEMASTER_ASSASSINATION_BOX,Lebros Cavern,Siegemaster Assassination,??? Box,Bronze Bullet Pouch,FFXIclopedia,5359,N
LEBROS_CAVERN_SIEGEMASTER_ASSASSINATION_BOX,Lebros Cavern,Siegemaster Assassination,??? Box,Silver Bullet Pouch,FFXIclopedia,5340,N
